File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
I:\dev\language-ext\LanguageExt.Core\HKT\TransAsyncSync.cs,88,65,22,0,14,1,9,42,0,0
I:\dev\language-ext\LanguageExt.Core\HKT\TransSyncAsync.cs,202,170,63,12,23,1,9,42,0,0
I:\dev\language-ext\LanguageExt.Core\HKT\Async\HKT.Async.Extensions.cs,12731,4178,915,100,878,1,7675,52926,0,1
I:\dev\language-ext\LanguageExt.Core\HKT\AsyncSync\HKT.AsyncSync.Extensions.cs,19320,6142,1753,125,1418,1,11760,80800,0,1
I:\dev\language-ext\LanguageExt.Core\HKT\Extensions\BindExtensions.Outer.AsyncSync.cs,779,668,304,110,98,0,13,39,0,0
I:\dev\language-ext\LanguageExt.Core\HKT\Extensions\TraverseExtensions.cs,327,248,150,24,79,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\HKT\Sync\HKT.Extensions.cs,57606,18200,4378,325,4033,1,35373,243698,0,1
I:\dev\language-ext\LanguageExt.Core\HKT\Sync\HKT.Prelude.cs,48011,14715,3896,169,3552,1,29744,206705,0,1
I:\dev\language-ext\LanguageExt.Core\HKT\SyncAsync\HKT.SyncAsync.Extensions.cs,30996,10038,2225,260,2083,1,18875,131405,0,1
I:\dev\language-ext\LanguageExt.Core\obj\Debug\net45\LanguageExt.Core.AssemblyInfo.cs,28,13,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Core\obj\Debug\net451\LanguageExt.Core.AssemblyInfo.cs,28,13,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Core\obj\Debug\netstandard1.3\LanguageExt.Core.AssemblyInfo.cs,28,13,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Core\obj\Debug\netstandard2.0\LanguageExt.Core.AssemblyInfo.cs,28,13,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Core\obj\Release\net45\LanguageExt.Core.AssemblyInfo.cs,21,13,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Core\obj\Release\net451\LanguageExt.Core.AssemblyInfo.cs,21,13,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Core\obj\Release\netstandard1.3\LanguageExt.Core.AssemblyInfo.cs,21,13,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Core\obj\Release\netstandard2.0\LanguageExt.Core.AssemblyInfo.cs,21,13,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude.cs,343,129,54,13,25,0,189,962,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Collections.cs,1185,529,179,25,173,0,483,1849,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Curry.cs,119,35,13,0,12,0,72,270,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Flip.cs,71,35,15,0,12,0,24,140,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Func.cs,722,120,66,0,54,0,548,2821,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Memoize.cs,238,126,69,14,19,0,93,656,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Obsolete.cs,402,276,98,21,52,0,74,319,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Parse.cs,117,94,36,7,23,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_PartialApplication.cs,654,281,95,0,100,0,273,638,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Random.cs,42,27,16,3,4,0,11,59,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Timer.cs,39,23,12,2,3,0,13,65,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Uncurry.cs,108,50,18,0,16,0,42,224,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_UnitsOfMeasure.cs,510,73,69,0,65,0,372,941,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Use.cs,115,56,22,2,11,0,48,262,0,0
I:\dev\language-ext\LanguageExt.Core\Prelude\Prelude_Validate.cs,695,636,33,0,29,0,30,108,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Typeclass.cs,7,6,2,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Alternative\Alternative.cs,22,10,5,0,3,0,9,33,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Applicative\Applicative.cs,86,27,11,0,6,0,53,292,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ApplicativeAsync\ApplicativeAsync.cs,87,28,12,0,6,0,53,292,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Arithmetic\Arithmetic.cs,46,18,9,0,5,0,23,126,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\AsyncPair\AsyncPair.cs,11,9,4,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFoldable\BiFoldable.cs,82,22,10,0,4,0,56,396,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFoldable\BiFoldable.Prelude.cs,164,73,31,12,10,0,81,485,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFoldableAsync\BiFoldableAsync.cs,287,47,23,0,16,0,224,1584,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFoldableAsync\BiFoldableAsync.Prelude.cs,282,98,38,12,16,0,168,1109,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFunctor\BiFunctor.cs,56,18,8,0,4,0,34,190,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFunctor\BiFunctor.Prelude.cs,51,19,9,0,3,0,29,183,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\BiFunctorAsync\BiFunctorAsync.cs,159,31,15,0,10,0,118,718,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Bool\Bool.cs,71,26,13,0,9,0,36,192,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Choice\Choice.cs,41,19,10,0,5,0,17,77,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Choice\Choice.Prelude.cs,367,203,53,4,31,0,133,852,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ChoiceAsync\ChoiceAsync.cs,109,37,21,0,15,0,57,299,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ChoiceAsync\ChoiceAsync.Prelude.cs,381,221,58,5,36,0,124,819,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ChoiceUnsafe\ChoiceUnsafe.cs,41,19,10,0,5,0,17,77,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ChoiceUnsafe\ChoiceUnsafe.Prelude.cs,335,183,50,4,28,0,124,819,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ChoiceUnsafeAsync\ChoiceUnsafeAsync.cs,81,29,17,0,11,0,41,203,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\ChoiceUnsafeAsync\ChoiceUnsafeAsync.Prelude.cs,378,199,50,3,35,0,144,892,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Const\Const.cs,15,9,4,0,2,0,4,11,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Eq\Eq.cs,32,13,6,0,3,0,16,72,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Eq\Eq.Extensions.cs,43,21,9,0,4,0,18,108,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Eq\Eq.Prelude.cs,215,80,26,1,21,0,114,684,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\EqAsync\EqAsync.cs,33,14,7,0,3,0,16,75,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\EqAsync\EqAsync.Prelude.cs,32,17,9,0,3,0,12,72,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Floating\Floating.cs,162,45,22,0,18,0,99,521,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Floating\Floating.Prelude.cs,187,65,23,0,20,0,102,525,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Foldable\Foldable.cs,56,20,9,0,5,0,31,205,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Foldable\Foldable.Prelude.cs,228,92,36,11,18,0,118,671,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\FoldableAsync\FoldableAsync.cs,90,25,12,0,7,0,58,393,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\FoldableAsync\FoldableAsync.Prelude.cs,293,108,43,13,22,0,163,970,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Fraction\Fraction.cs,23,11,5,0,2,0,10,48,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Fraction\Fraction.Extensions.cs,18,11,5,0,2,0,5,28,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Fraction\Fraction.Prelude.cs,18,11,5,0,2,0,5,28,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Functor\Functor.cs,27,12,6,0,2,0,13,57,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Functor\Functor.Prelude.cs,28,15,8,0,2,0,11,58,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\FunctorAsync\FunctorAsync.cs,28,13,7,0,2,0,13,57,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\FunctorAsync\FunctorAsync.Prelude.cs,45,20,10,0,3,0,22,116,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Liftable\Liftable.cs,23,11,5,0,2,0,10,37,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Monad\Monad.cs,230,38,17,0,11,0,181,1258,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Monad\Monad.Prelude.cs,203,110,27,2,18,0,75,325,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadAsync\MonadAsync.cs,219,38,17,0,11,0,170,1155,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadAsync\MonadAsync.Prelude.cs,389,240,42,6,35,0,114,462,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadReader\MonadReader.cs,37,16,8,0,4,0,17,81,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadRWS\MonadRWS.cs,63,23,11,0,7,0,33,184,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadState\MonadState.cs,38,16,8,0,4,0,18,91,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadTrans\MonadTrans.cs,43,33,14,0,10,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadTrans\MonadTrans.Extensions.cs,43,35,13,0,8,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadTransAsync\MonadTransAsync.cs,60,45,20,0,15,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadTransAsync\MonadTransAsync.Extensions.cs,41,34,12,0,7,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadTransAsync\MonadTransAsyncSync.cs,27,22,11,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadTransAsync\MonadTransSyncAsync.cs,52,39,18,0,13,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\MonadWriter\MonadWriter.cs,32,15,7,0,3,0,14,79,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Monoid\Monoid.cs,25,11,5,0,3,0,11,45,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Monoid\Monoid.Prelude.cs,31,18,8,0,4,0,9,31,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Num\Num.cs,72,23,11,0,8,0,41,207,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Num\Num.Prelude.cs,112,41,15,0,12,0,59,314,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Optional\Optional.cs,51,25,13,0,9,0,17,81,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Optional\Optional.Prelude.cs,188,94,26,0,18,0,76,468,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\OptionalAsync\OptionalAsync.cs,91,37,21,0,16,0,38,184,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\OptionalAsync\OptionalAsync.Prelude.cs,316,149,36,0,28,0,139,908,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\OptionalUnsafe\OptionalUnsafe.cs,51,25,13,0,9,0,17,87,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\OptionalUnsafe\OptionalUnsafe.Prelude.cs,149,71,23,0,14,0,64,424,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\OptionalUnsafeAsync\OptionalUnsafeAsync.cs,70,34,18,0,13,0,23,127,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\OptionalUnsafeAsync\OptionalUnsafeAsync.Prelude.cs,417,191,40,0,39,0,187,1283,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Ord\Ord.cs,25,11,5,0,2,0,12,55,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Ord\Ord.Prelude.cs,308,95,28,2,23,0,190,1046,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Predicate\Predicate.cs,23,11,5,0,2,0,10,41,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Ratio\Ratio.cs,30,14,8,0,4,0,12,49,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Semigroup\Semigroup.cs,19,11,5,0,2,0,6,31,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\Semigroup\Semigroup.Prelude.cs,205,92,23,2,17,0,96,516,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\TriFunctor\TriFunctor.cs,61,18,8,0,4,0,39,219,0,0
I:\dev\language-ext\LanguageExt.Core\TypeClasses\TriFunctor\TriFunctor.Prelude.cs,55,19,9,0,3,0,33,205,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\Check.cs,11,10,3,1,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\IL.cs,976,739,401,85,152,8,85,556,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\ObjectPool.cs,54,48,28,3,6,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\Reflect.cs,287,255,137,81,23,0,9,55,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\ExceptionMatch\ExceptionMatch.cs,123,58,24,6,9,0,56,248,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\ExceptionMatch\ExceptionMatchAsync.cs,129,68,25,9,9,0,52,237,0,0
I:\dev\language-ext\LanguageExt.Core\Utility\ExceptionMatch\ExceptionMatchOptionalAsync.cs,129,68,25,9,9,0,52,237,0,0
I:\dev\language-ext\LanguageExt.FSharp\Prelude.cs,97,46,19,2,14,0,37,170,0,0
I:\dev\language-ext\LanguageExt.FSharp\obj\Debug\net45\LanguageExt.FSharp.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.FSharp\obj\Debug\net451\LanguageExt.FSharp.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.FSharp\obj\Debug\netstandard1.6\LanguageExt.FSharp.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.FSharp\obj\Debug\netstandard2.0\LanguageExt.FSharp.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.FSharp\obj\Release\net45\LanguageExt.FSharp.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.FSharp\obj\Release\net451\LanguageExt.FSharp.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.FSharp\obj\Release\netstandard1.6\LanguageExt.FSharp.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.FSharp\obj\Release\netstandard2.0\LanguageExt.FSharp.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\Common.cs,39,33,9,2,6,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\Exceptions.cs,22,19,6,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\GenLanguageDef.cs,144,78,34,0,16,0,50,267,0,0
I:\dev\language-ext\LanguageExt.Parsec\GenTokenParser.cs,342,140,75,0,47,0,155,1032,0,0
I:\dev\language-ext\LanguageExt.Parsec\Language.cs,70,52,13,0,5,0,13,84,0,0
I:\dev\language-ext\LanguageExt.Parsec\OperatorIOs.cs,89,72,28,0,17,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\Operators.cs,106,86,32,0,20,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsec.Internal.cs,241,191,100,36,18,3,32,129,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParsecIO.Internal.cs,239,189,100,36,18,3,32,129,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parser.cs,178,127,64,27,29,0,22,88,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserError.cs,120,97,42,9,23,2,0,6,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserIO.cs,180,129,66,27,28,0,23,94,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserResult.cs,162,137,58,25,25,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserResultIO.cs,151,126,51,25,25,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\Pos.cs,84,65,31,7,16,0,3,10,0,0
I:\dev\language-ext\LanguageExt.Parsec\PString.cs,58,42,27,0,12,0,4,16,0,0
I:\dev\language-ext\LanguageExt.Parsec\PStringIO.cs,62,45,29,0,13,0,4,16,0,0
I:\dev\language-ext\LanguageExt.Parsec\Reply.cs,73,59,33,2,14,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\ReplyIO.cs,67,54,32,2,13,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\Sidedness.cs,15,13,7,0,2,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\StringAndCollectionExt.cs,18,15,9,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\net45\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\net451\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\netstandard1.3\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Debug\netstandard2.0\LanguageExt.Parsec.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\net45\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\net451\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\netstandard1.3\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\obj\Release\netstandard2.0\LanguageExt.Parsec.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Parsec\ParserIOs\Expr.cs,141,77,34,2,17,0,47,268,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserIOs\Item.cs,88,49,26,7,8,0,31,138,0,0
I:\dev\language-ext\LanguageExt.Parsec\ParserIOs\Prim.cs,691,269,126,32,72,0,350,1912,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Char.cs,236,96,48,7,28,0,112,463,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Expr.cs,146,82,35,3,17,0,47,268,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Indent.cs,60,37,22,4,10,0,13,77,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Prim.cs,655,257,120,32,66,0,332,1820,0,0
I:\dev\language-ext\LanguageExt.Parsec\Parsers\Token.cs,413,310,85,8,63,0,40,161,0,0
I:\dev\language-ext\LanguageExt.Rx\Cast.cs,14,13,8,0,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Rx\Check.cs,11,10,3,1,1,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Rx\Either.Extensions.cs,45,26,11,1,7,0,12,79,0,0
I:\dev\language-ext\LanguageExt.Rx\EitherUnsafe.Extensions.cs,44,26,11,1,6,0,12,79,0,0
I:\dev\language-ext\LanguageExt.Rx\Nullable.Extensions.cs,53,26,9,3,6,0,21,108,0,0
I:\dev\language-ext\LanguageExt.Rx\Option.Extensions.cs,56,35,12,4,7,0,14,92,0,0
I:\dev\language-ext\LanguageExt.Rx\OptionUnsafe.Extensions.cs,41,23,8,3,4,0,14,92,0,0
I:\dev\language-ext\LanguageExt.Rx\PreludeRx.cs,34,16,8,1,3,0,15,77,0,0
I:\dev\language-ext\LanguageExt.Rx\Task.Try.Extensions.cs,49,18,8,0,4,0,27,162,0,0
I:\dev\language-ext\LanguageExt.Rx\Try.Extensions.cs,84,48,24,4,9,0,27,162,0,0
I:\dev\language-ext\LanguageExt.Rx\TryAsync.Extensions.cs,58,26,10,0,5,0,27,162,0,0
I:\dev\language-ext\LanguageExt.Rx\TryOption.Extensions.cs,112,94,43,8,18,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Rx\TryOptionAsync.Extensions.cs,105,37,12,0,8,0,60,402,0,0
I:\dev\language-ext\LanguageExt.Rx\Validation.Extensions.cs,25,16,8,0,3,0,6,40,0,0
I:\dev\language-ext\LanguageExt.Rx\ValidationSeq.Extensions.cs,24,15,7,0,3,0,6,40,0,0
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\net451\LanguageExt.Rx.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\net46\LanguageExt.Rx.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\netcoreapp2.0\LanguageExt.Rx.AssemblyInfo.cs,25,10,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Debug\netstandard2.0\LanguageExt.Rx.AssemblyInfo.cs,27,12,2,0,5,0,10,36,9,30
I:\dev\language-ext\LanguageExt.Rx\obj\Release\net46\LanguageExt.Rx.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Rx\obj\Release\netstandard2.0\LanguageExt.Rx.AssemblyInfo.cs,20,12,2,0,3,0,5,10,5,10
I:\dev\language-ext\LanguageExt.Tests\Appendable.cs,63,18,11,0,7,0,38,94,0,0
I:\dev\language-ext\LanguageExt.Tests\ApplicativeTests.cs,164,119,73,0,30,0,15,100,0,0
I:\dev\language-ext\LanguageExt.Tests\ArrayTests.cs,139,115,67,0,24,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ChoiceTests.cs,253,192,128,0,61,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CollectionOrderingTests.cs,221,187,138,0,34,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CombinatorsTests.cs,44,29,16,0,8,0,7,23,0,0
I:\dev\language-ext\LanguageExt.Tests\CompositionsTests.cs,111,83,62,0,28,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CompositionTests.cs,103,86,57,0,17,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\CondTest.cs,134,105,91,0,29,2,0,2,0,0
I:\dev\language-ext\LanguageExt.Tests\DelayTests.cs,40,33,20,2,7,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\Divisible.cs,22,18,11,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherApply.cs,137,113,45,0,24,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherAsyncTests.cs,22,18,11,0,4,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherCoalesceTests.cs,94,76,45,0,18,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherTests.cs,195,160,62,4,35,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EitherUnsafeApply.cs,132,109,39,0,23,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\EnumerableTTests.cs,120,43,26,0,17,0,60,173,0,0
I:\dev\language-ext\LanguageExt.Tests\EqualityTests.cs,244,188,100,8,46,2,10,58,0,0
I:\dev\language-ext\LanguageExt.Tests\ExceptionMatching.cs,69,58,19,1,11,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\FloatTypeExtensionsTests.cs,26,21,13,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\FunTests.cs,41,36,32,0,5,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\GlobalSuppressions.cs,12,7,0,0,1,0,4,37,0,0
I:\dev\language-ext\LanguageExt.Tests\HashMapTests.cs,219,183,129,1,35,0,1,2,0,0
I:\dev\language-ext\LanguageExt.Tests\HashSetTests.cs,174,146,115,0,28,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\IssuesTests.cs,476,375,188,10,86,0,15,41,0,0
I:\dev\language-ext\LanguageExt.Tests\LinqTests.cs,320,253,115,10,67,2,0,6,0,0
I:\dev\language-ext\LanguageExt.Tests\List.Predicate.Tests.cs,113,92,52,0,21,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ListMatchingTests.cs,84,70,40,0,14,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\ListTests.cs,525,419,259,13,100,0,6,12,0,0
I:\dev\language-ext\LanguageExt.Tests\MapTests.cs,325,261,185,1,63,0,1,2,0,0
I:\dev\language-ext\LanguageExt.Tests\MemoTests.cs,103,58,40,0,27,0,18,48,0,0
I:\dev\language-ext\LanguageExt.Tests\MonadTests.cs,332,172,86,1,67,0,93,318,0,0
I:\dev\language-ext\LanguageExt.Tests\Multiplicable.cs,26,23,16,0,3,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\NewTypeTests.cs,153,103,73,0,33,0,17,84,0,0
I:\dev\language-ext\LanguageExt.Tests\NonNullTests.cs,147,122,62,2,24,0,1,3,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionApply.cs,98,78,39,0,20,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionAsyncTests.cs,119,83,49,1,23,0,13,49,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionCoalesceTests.cs,114,93,56,0,21,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionLazy.cs,172,132,96,0,40,0,0,0,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionTests.cs,239,194,90,5,43,1,2,18,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionTTests.cs,290,179,111,2,74,0,37,132,0,0
I:\dev\language-ext\LanguageExt.Tests\OptionUnsafeApply.cs,71,10,6,0,14,0,47,98,0,0
